"Entity Name","Attribute Is PK","Attribute Is FK","Attribute Required","Attribute Name","Entity Id","Child Relationship Id","Child Relationship Name","Child Relationship Parent to Child Rule","Child Relationship Child to Parent Rule","Child Relationship Cardinality","Child Relationship Null Option","Parent Entity Name","Parent Entity Id","Parent Relationship Id","Parent Relationship Name","Parent Relationship Parent to Child Phrase","Parent Relationship Child to Parent Phrase","Parent Relationship Cardinality","Parent Relationship Parent to Child Rule","Parent Relationship Child to Parent Rule","Child Entity Id","Child Entity Name"
T_TIPOS_OPERADOR,No,No,No,FEC_ALTA,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,{E6613B46-D23E-4D1A-B73F-BA183E4F4774}+00000000,R/24,"A T_TIPOS_OPERADOR is associated with zero, one or more T_USUARIOSs.","A T_USUARIOS is associated with zero or one T_TIPOS_OPERADORs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_OPERADOR,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,,,,,,,,,
T_TIPOS_OPERADOR,No,No,No,FEC_BAJA,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_OPERADOR,No,No,No,FEC_MODIF,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_OPERADOR,Yes,No,Yes,ID_TIPO_OPERADOR,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_OPERADOR,No,No,No,N_TIPO_OPERADOR,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_OPERADOR,No,No,No,USR_ALTA,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_OPERADOR,No,No,No,USR_BAJA,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_OPERADOR,No,No,No,USR_MODIF,{79F2BA6B-FC14-4686-99E3-2A9CEF26CC63}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_ORG_JUDICIAL,No,No,No,FEC_ALTA,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,{C1ACFF0D-8C33-441F-A333-5CBD44B58D08}+00000000,R/26,"A T_TIPOS_ORG_JUDICIAL is associated with zero, one or more T_ORGANOS_JUDICIALs.","A T_ORGANOS_JUDICIAL is associated with zero or one T_TIPOS_ORG_JUDICIALs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_ORG_JUDICIAL,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,,,,,,,,,
T_TIPOS_ORG_JUDICIAL,No,No,No,FEC_BAJA,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_ORG_JUDICIAL,No,No,No,FEC_MODIF,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_ORG_JUDICIAL,Yes,No,Yes,ID_TIPO_ORG_JUDICIAL,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_ORG_JUDICIAL,No,No,Yes,N_TIPO_ORG_JUDICIAL,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_ORG_JUDICIAL,No,No,No,USR_ALTA,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_ORG_JUDICIAL,No,No,No,USR_BAJA,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_ORG_JUDICIAL,No,No,No,USR_MODIF,{F765A303-F83D-4C37-AAAB-C454BD22B9D1}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_USUARIO_102,No,No,No,FEC_ALTA,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,{051CB352-E612-4165-BAAC-28D52657A7EA}+00000000,R/53,"A T_TIPOS_USUARIO_102 is associated with zero, one or more T_USR_LLAMA_102s.","A T_USR_LLAMA_102 is associated with zero or one T_TIPOS_USUARIO_102s.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_TIPOS_USUARIO_102,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,,,,,,,,,
T_TIPOS_USUARIO_102,No,No,No,FEC_BAJA,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_USUARIO_102,No,No,No,FEC_MODIF,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_USUARIO_102,Yes,No,Yes,ID_TIPO_USUARIO_102,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_USUARIO_102,No,No,No,N_TIPO_USUARIO_102,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_USUARIO_102,No,No,No,USR_ALTA,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_USUARIO_102,No,No,No,USR_BAJA,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,,,,,,,,,,,,,,,,,
T_TIPOS_USUARIO_102,No,No,No,USR_MODIF,{6AB11309-B0ED-4E2F-A334-DBEF4F45BC83}+00000000,,,,,,,,,,,,,,,,,
T_TURNOS_OPERADORES_102,Yes,No,Yes,hora_desde,{9528B098-71AC-4D51-A2A7-2543016FE830}+00000000,,,,,,,,,,,,,,,,,
T_TURNOS_OPERADORES_102,No,No,No,hora_hasta,{9528B098-71AC-4D51-A2A7-2543016FE830}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,No,No,CONTACTO_INSTITUCION,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,{B3538C14-E31E-4696-A192-1E8A870EB251}+00000000,R/58,"A T_USR_LLAMA_102 is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_USR_LLAMA_102s.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_USR_LLAMA_102,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,{051CB352-E612-4165-BAAC-28D52657A7EA}+00000000,R/53,,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_USUARIO_102 is associated with zero, one or more T_USR_LLAMA_102s.","A T_USR_LLAMA_102 is associated with zero or one T_TIPOS_USUARIO_102s.",{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,T_USR_LLAMA_102
T_USR_LLAMA_102,No,No,No,EDAD_APROX,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,{9454ED0B-A343-4B02-9835-3337010B1D40}+00000000,R/54,,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_VINCULOS is associated with zero, one or more T_USR_LLAMA_102s.","A T_USR_LLAMA_102 is associated with zero or one RCIVIL.VT_VINCULOSs.",{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,T_USR_LLAMA_102
T_USR_LLAMA_102,No,No,No,FEC_ALTA,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,{F3E29FEE-3D30-4EBE-9D4E-25B507B8C135}+00000000,R/55,,,Zero-or-One-to-Zero-One-or-More,"A RCIVIL.VT_SEXOS is associated with zero, one or more T_USR_LLAMA_102s.","A T_USR_LLAMA_102 is associated with zero or one RCIVIL.VT_SEXOSs.",{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,T_USR_LLAMA_102
T_USR_LLAMA_102,No,No,No,FEC_MODIF,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,Yes,No,ID_SEXO,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,Yes,No,ID_TIPO_USUARIO_102,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,Yes,No,Yes,ID_USR_LLAMA_102,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,Yes,No,ID_VINCULO,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,No,No,INSTITUCION_REF,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,No,No,N_USR_LLAMA_102,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,No,No,RESPONSABLE_INSTITUCION,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,No,No,TEL_CONTACTO,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,No,No,USR_ALTA,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USR_LLAMA_102,No,No,No,USR_MODIF,{C64ACEE4-27AA-4DF1-9596-B237D0196527}+00000000,,,,,,,,,,,,,,,,,
T_USUARIOS,Yes,No,Yes,CUIL,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,{091233E7-7310-4AE8-B5A0-AA249C733EC3}+00000000,FK_INT_PROT_EXC_MODIF,"A T_USUARIOS FK_INT_PROT_EXC_MODIF zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_USUARIOSs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_USUARIOS,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,{14B39CC4-1343-44D5-8D62-922FC721A949}+00000000,R/6,,,Zero-or-One-to-Zero-One-or-More,"A T_LOCALES is associated with zero, one or more T_USUARIOSs.","A T_USUARIOS is associated with zero or one T_LOCALESs.",{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,T_USUARIOS
T_USUARIOS,No,No,No,FEC_ALTA,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,{3DAB2E18-1297-45A1-A1C0-E1127A2AF03A}+00000000,FK_INT_PROT_EXC_ALTA,"A T_USUARIOS FK_INT_PROT_EXC_ALTA zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_USUARIOSs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_USUARIOS,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,{EAC65087-390A-4A50-BF51-49BC532D0EE3}+00000000,R/23,,,Zero-or-One-to-Zero-One-or-More,"A T_ZONALES is associated with zero, one or more T_USUARIOSs.","A T_USUARIOS is associated with zero or one T_ZONALESs.",{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,T_USUARIOS
T_USUARIOS,No,No,No,FEC_BAJA,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,{E6613B46-D23E-4D1A-B73F-BA183E4F4774}+00000000,R/24,,,Zero-or-One-to-Zero-One-or-More,"A T_TIPOS_OPERADOR is associated with zero, one or more T_USUARIOSs.","A T_USUARIOS is associated with zero or one T_TIPOS_OPERADORs.",{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,T_USUARIOS
T_USUARIOS,No,No,No,FEC_MODIF,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,{EAA57F28-2424-403E-B11D-689354E9E295}+00000000,R/38,,,Zero-or-One-to-Zero-One-or-More,"A T_ROLES is associated with zero, one or more T_USUARIOSs.","A T_USUARIOS is associated with zero or one T_ROLESs.",{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,T_USUARIOS
T_USUARIOS,No,Yes,No,ID_LOCAL,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,,,,,,,,,
T_USUARIOS,No,Yes,No,ID_ROL,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,,,,,,,,,
T_USUARIOS,No,Yes,No,ID_TIPO_OPERADOR,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,,,,,,,,,
T_USUARIOS,No,Yes,No,ID_ZONAL,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,,,,,,,,,
T_USUARIOS,No,No,No,USR_ALTA,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,,,,,,,,,
T_USUARIOS,No,No,No,USR_BAJA,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,,,,,,,,,
T_USUARIOS,No,No,No,USR_MODIF,{E4F4C1EB-4FE3-4020-A130-CA23FE33F2F3}+00000000,,,,,,,,,,,,,,,,,
T_ZONALES,No,No,No,CEL_GUARDIA,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{B74AE275-A17A-4F8A-8DEA-28E9737739C3}+00000000,FK_LOCAL_ZONAL,"A T_ZONALES FK_LOCAL_ZONAL zero, one or more T_LOCALESs.","A T_LOCALES is associated with exactly one T_ZONALES.",One-to-Zero-One-or-More,"No Nulls",T_ZONALES,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{1E64B69B-67C0-47E4-A973-F4868DFFE950}+00000000,R/16,,,Zero-or-One-to-Zero-One-or-More,"A DOM_MANAGER.VT_DOMICILIOS is associated with zero, one or more T_ZONALESs.","A T_ZONALES is associated with zero or one DOM_MANAGER.VT_DOMICILIOSs.",{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,T_ZONALES
T_ZONALES,No,No,No,CODIGO,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{4EC174C2-D9A6-4FC1-9D34-60C9DBF9E1B4}+00000000,FK_INST_ZONAL,"A T_ZONALES FK_INST_ZONAL zero, one or more T_INSTITUCIONESs.","A T_INSTITUCIONES is associated with zero or one T_ZONALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ZONALES,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,
T_ZONALES,No,No,No,EMAIL,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{DD6E91C2-8BA9-424E-BA79-DC68A8A1148D}+00000000,FK_INT_PROT_EXC_ZONAL,"A T_ZONALES FK_INT_PROT_EXC_ZONAL zero, one or more T_INTERV_MPEs.","A T_INTERV_MPE is associated with zero or one T_ZONALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ZONALES,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,
T_ZONALES,No,No,No,FAX,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{EAC65087-390A-4A50-BF51-49BC532D0EE3}+00000000,R/23,"A T_ZONALES is associated with zero, one or more T_USUARIOSs.","A T_USUARIOS is associated with zero or one T_ZONALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ZONALES,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,
T_ZONALES,No,No,No,FEC_ALTA,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{8BCAD5E3-7C0C-48B8-95B6-3D19514F622F}+00000000,R/29,"A T_ZONALES is associated with zero, one or more T_LEGAJOSs.","A T_LEGAJOS is associated with zero or one T_ZONALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ZONALES,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,
T_ZONALES,No,No,No,FEC_BAJA,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{B09C6C13-11BE-492C-8DEE-BD97F5602D18}+00000000,R/31,"A T_ZONALES is associated with zero, one or more T_INTERV_MPIs.","A T_INTERV_MPI is associated with zero or one T_ZONALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ZONALES,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,
T_ZONALES,No,No,No,FEC_MODIF,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{39879454-D22F-4E4A-A117-CB79F07EBDC4}+00000000,R/47,"A T_ZONALES is associated with zero, one or more T_INTERV_MPJs.","A T_INTERV_MPJ is associated with zero or one T_ZONALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ZONALES,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,
T_ZONALES,No,Yes,No,ID_VIN,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,{FB147A9D-9217-4C37-8802-D67A237D9415}+00000000,R/52,"A T_ZONALES is associated with zero, one or more T_LLAMADAS_102s.","A T_LLAMADAS_102 is associated with zero or one T_ZONALESs.",Zero-or-One-to-Zero-One-or-More,"Nulls Allowed",T_ZONALES,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,
T_ZONALES,Yes,No,Yes,ID_ZONAL,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,,,,,,,,,
T_ZONALES,No,No,Yes,N_ZONAL,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,,,,,,,,,
T_ZONALES,No,No,No,OBSERVACION,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,,,,,,,,,
T_ZONALES,No,No,No,TELEFONO,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,,,,,,,,,
T_ZONALES,No,No,No,USR_ALTA,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,,,,,,,,,
T_ZONALES,No,No,No,USR_BAJA,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,,,,,,,,,
T_ZONALES,No,No,No,USR_MODIF,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,,,,,,,,,
T_ZONALES,No,No,No,USR_RESPONSABLE,{8869D999-BFAF-44C0-923A-2C111F05BA0E}+00000000,,,,,,,,,,,,,,,,,


